,neuron_name,Class 1,Merge Class,is_pdiff,is_usplit,is_LNpre,is_brain,Hemisphere,Pair,Pair ID,lineage,dendrite_input,axon_input,Class 2,idx
17109286, (DALcl12 r vv 6) [*DALcl12-v_l akira] #17109286,unk,unk,False,False,False,True,L,6653450,887,DALcl12-v,32,25,,2270
17110007,MB2ON-192 (BV ; Left DALcl12 r vv 7) [*DALcl12-v_l akira] #17110007,unk,unk,False,False,False,True,L,6188181,888,DALcl12-v,193,76,,2271
17110024, (DALcl12 r vv 8 = 1 or 5) [*DALcl12-v_l akira] #17110024,unk,unk,False,False,False,True,L,9037152,889,DALcl12-v,47,6,,2272
17110189, (DALcl12 vv 1 left) [*DALcl12-v_l akira] #17110189,unk,unk,False,False,False,True,L,6182848,890,DALcl12-v,99,12,,2273
17123466, (f_down pOLP right) [*BLDd_r akira] #17123466,unk,unk,False,False,False,True,R,-1,-1,BLDd,94,5,,2274
17125520,CN-32,unk,unk,False,True,True,True,R,12839441,581,BLVa12,204,0,,2275
17132009, (BLVp12 sickle 1 right) [*BLVp1_r akira] #17132009,unk,unk,False,False,False,True,R,9577562,355,BLVp1,44,55,,2276
17140424,MB2ON-4 (BH ; Descending 2; CP1 v 2_left) [*CPf_l akira] #17140424,unk,unk,False,False,False,True,L,9753530,891,CPf,323,39,,2277
17147410,KC (KC no pair) [Lineage MBNB C left] #17147410,KC,KC-4claw,False,False,False,True,L,-1,-1,MBNB C left,71,130,4claw,2278
17147698,MBON-b1 (MBE11a left) [*BLVa34_l akira] #17147698,MBON,MBON,False,False,False,True,L,8094859,892,BLVa34,400,31,,2279
17150791,CN-44,FAN,FAN,False,False,False,True,L,8712361,893,BLAv12_ant,185,85,,2280
17165286,MB2IN-136,unk,unk,False,False,False,True,L,13046847,894,DPLm2,75,49,,2281
17165621, (Basal Tel-like 7 left; forced Soma) [*BLAvm post_l akira] #17165621,unk,unk,False,False,False,True,L,9422291,895,BLAvm post,77,16,,2282
17165711,CN-8,FAN,FAN,False,False,False,True,R,15668309,715,DPMpl12,193,74,,2283
17165755, (UNK contralateral descending 2 left) [unknown lineage] #17165755,O_dVNC,O_dVNC,False,False,False,True,L,13727202,896,unk,138,7,,2284
17166682,MB2ON-187 (down_pvl09_right) [*DPMpl12_r akira] #17166682,unk,unk,False,False,False,True,R,14133114,620,DPMpl12,94,33,,2285
17170215, (BLDc descending 3 left) [BLAd_l akira] #17170215,unk,unk,False,False,False,True,L,10660512,897,BLAd,58,6,,2286
17173852, (DALv3 ring2_right (LAL neuron)) [*DALv3_r akira] #17173852,unk,unk,False,False,False,True,R,16327998,754,DALv3,184,248,,2287
17173922,MB2IN-171 (DALv3 ring1_right (LAL neuron)) [*DALv3_r akira] #17173922,unk,unk,False,False,False,True,R,16561284,812,DALv3,186,209,,2288
17176767,FB2IN-18,FB2N,FB2N,False,False,False,True,L,17176781,898,DAMv12_med,307,62,,2289
17176781,FB2IN-18,FB2N,FB2N,False,False,False,True,R,17176767,898,DAMv12_med,287,32,,2290
17176808,FFN-6,FFN,FFN,False,False,False,True,L,17176819,899,BAla12,151,49,,2291
17176819,FFN-6,FFN,FFN,False,False,False,True,R,17176808,899,BAla12,166,42,,2292
17176866,FFN-12,FFN,FFN,False,False,False,True,L,17176882,900,BAmas12_dor,183,36,,2293
17176882,FFN-12,FFN,FFN,False,False,False,True,R,17176866,900,BAmas12_dor,160,35,,2294
17176911,CN-63,unk,unk,False,False,False,True,L,4575178,901,BAmd1,149,52,,2295
17176927,CN-61,unk,unk,False,False,False,True,R,7056904,199,DALcm12-v,215,49,,2296
17177005,FB2IN-5,FB2N,FB2N,False,False,False,True,L,8019816,902,CM13_med,125,60,,2297
17177103,FFN-22,FFN,FFN,False,False,False,True,L,17177115,903,DAMd23,207,37,,2298
17177115,FFN-22,FFN,FFN,False,False,False,True,R,17177103,903,DAMd23,179,33,,2299
17177419,MB2ON-68 (EV_left) [*CM13_med_l akira] #17177419,unk,unk,False,False,False,True,L,4227880,904,CM13_med,89,23,,2300
17223643, (BLVp1 hook left) [*BLVp1_l akira] #17223643,unk,unk,False,False,False,True,L,3251140,905,BLVp1,42,20,,2301
17223685, (DPMpm1 1 DN? left) [*DPMpm1_l akira] #17223685,O_dVNC,O_dVNC,False,False,False,True,L,8880781,906,DPMpm1,39,1,,2302
17224013, (DALl1 6 left) [*DALl1_l akira] #17224013,unk,unk,False,False,False,True,L,14759661,1156,unk,21,11,,2303
17237305,CN-49,unk,unk,False,False,False,True,L,14948339,907,DPMl12,128,61,,2304
17244655, (AF3 left) [*DPLm2_l akira] #17244655,unk,unk,False,False,False,True,L,17360593,908,DPLm2,17,16,,2305
17247877, (neu1_right) [unknown lineage] #17247877,unk,unk,False,False,False,True,R,9429085,341,unk,32,6,,2306
17276867,CN-62,unk,unk,False,False,False,True,L,6611100,909,DALcm12-m,327,72,,2307
17277623, (Axon upstairs left) [*BAla12_l akira] #17277623,unk,unk,False,False,False,True,L,10013517,910,BAla12,188,37,,2308
17278502, (DPLl ipsilateral right) [*DPLl_r akira] #17278502,unk,unk,False,False,False,True,R,14451162,636,DPLl,40,37,,2309
17280216,FB2IN-13,FB2N,FB2N,False,False,False,True,L,4337398,911,DALv23,117,35,,2310
17295912,MBIN-b2 (MBE10b left) [*DPLd_l akira] #17295912,MBIN,MBIN,False,False,False,True,L,16353832,912,DPLd,108,162,,2311
17297936, (DPMpl12 fork right) [*DPMpl12_r akira] #17297936,unk,unk,False,False,False,True,R,10382824,399,DPMpl12,39,15,,2312
17298108, (CM13 med 10) [*CM13_med_r akira] #17298108,unk,unk,False,False,False,True,R,-1,-1,CM13_med,20,7,,2313
17300165,FAN-5,FAN,FAN,False,False,False,True,L,9848760,913,CPd,354,98,,2314
17304269, (DPMpl12 tall 1 right) [*DPMpl3_r akira] #17304269,O_dSEZ,O_dSEZ,False,True,True,True,R,11009492,463,DPMpl3,63,0,,2315
17306107, (CM4 contralateral 2 left) [*CM4-vm_l akira] #17306107,unk,unk,False,False,False,True,L,6111289,914,CM4-vm,50,29,,2316
17315288,MB2IN-120,unk,unk,False,False,False,True,L,5326407,915,CPb,60,77,,2317
17321919, (DPMl Sloppy left) [*DPMl_ant_dor_l akira] #17321919,O_dSEZ,O_dSEZ,False,False,False,True,L,4215611,916,DPMl_ant_dor,39,17,,2318
17323054, (DPLc_post_med contralateral right) [*DPLc_post_med_r akira] #17323054,unk,unk,False,False,False,True,R,4749004,113,DPLc_post_med,87,45,,2319
17324637, (BLDc gnarly right) [*BLDc_r akira] #17324637,unk,unk,False,False,False,True,R,17729167,979,BLDc,182,28,,2320
17324711,MB2IN-180 (DNs-1_right) [*DPMm1_r akira] #17324711,O_dSEZ,O_dSEZ,False,False,False,True,R,17087885,881,DPMm1,92,32,,2321
17326213, (BLVa ascending 1-like right) [*BLVa34_r akira] #17326213,unk,unk,False,False,False,True,R,-1,-1,BLVa34,27,1,,2322
17326218,MB2IN-167 (PL: Pair 1_down pvl09_right) [*BLVa34_r akira] #17326218,unk,unk,False,False,False,True,R,4664256,109,BLVa34,241,44,,2323
17327188, (BAlc post ascending 1 right) [*BAlc post_r akira] #17327188,unk,unk,False,False,False,True,R,17728632,969,BAlc post,34,16,,2324
17328580, (BAla34 bilateral 2 right) [*BAla34_r akira] #17328580,unk,unk,False,False,False,True,R,16434560,774,BAla34,28,20,,2325
17328632, (BLAl_I-X 3 right) [*BLAl_r akira] #17328632,unk,unk,False,False,False,True,R,12279941,535,BLAl,127,25,,2326
17330632,MB2ON-248 (To Complete with soma right) [*BAlp_ant_r akira] #17330632,unk,unk,False,False,False,True,R,15468308,677,BAlp_ant,173,24,,2327
17334530,MB2ON-241 (DLPc_post_med-1_left) [*DPLc_post_med_l akira] #17334530,unk,unk,False,False,False,True,L,15481779,917,DPLc_post_med,107,96,,2328
17335266, (DPMl_ant_dor tall right) [*DPMl_ant_dor_r akira] #17335266,unk,unk,False,False,False,True,R,17484564,961,DPMl_ant_dor,26,52,,2329
17336347,MB2IN-140 (To Finish with soma; CM13 lat 18) [*CM13_lat_r akira] #17336347,unk,unk,False,False,False,True,R,18412747,1030,CM13at,32,33,,2330
17340931,MB2ON-94 (CG_right ) [*DPLc5_r akira,unk,unk,False,False,False,True,R,16444552,780,unk,69,93,,2331
17340955, (DALcl12 v d 4 L) [*DALcl12-v_l akira] #17340955,unk,unk,False,False,False,True,L,15605297,918,DALcl12-v,114,51,,2332
17340973, (DPM long neck right) [*DPMpm1_r akira] #17340973,unk,unk,False,True,True,True,R,8814524,297,DPMpm1,90,0,,2333
17351780, (output to SEZ right) [*DPMm1_r akira] #17351780,O_dSEZ,O_dSEZ,False,False,False,True,R,19054481,1049,DPMm1,75,52,,2334
17352470, (DPMpl12 Brain into SEZ? right) [*DPMpl12_r akira] #17352470,O_dSEZ,unk,False,False,False,True,R,7338309,213,DPMpl12,15,4,,2335
17352824, (DPlal Small 1 left) [*DPlal1-3_lat_l akira] #17352824,unk,unk,False,False,False,True,L,13137623,919,DPlal1-3at,17,19,,2336
17353986, (DPMl_ant_ven descending 3 left) [*DPMl_ant_ven_l akira] #17353986,O_dVNC,O_dVNC,False,False,False,True,L,18604097,1126,DPMl_ant_ven,58,2,,2337
17354392,MB2IN-161 (MB2IN-161 left) [*DPlal1-3_med_l akira] #17354392,unk,unk,False,False,False,True,L,15636958,920,DPlal1-3_med,60,22,,2338
17354403, (MIXED descending T left) [*DPMl_ant_dor_l akira] #17354403,O_dVNC,O_dVNC,False,False,False,True,L,12030078,1151,DPMl_ant_dor,32,9,,2339
17354414, (DPM contralateral horseshoe left) [*DPMl_ant_dor_l akira] #17354414,unk,unk,False,True,True,True,L,3021609,921,DPMl_ant_dor,153,0,,2340
17355745, (BAla12 descending 3 left) [*BAla12_l akira] #17355745,unk,unk,False,False,False,True,L,16158918,922,BAla12,85,34,,2341
17355757,MBON-a2 (MBE7b left) [*CPb_l akira] #17355757,MBON,MBON,False,False,False,True,L,15617305,923,CPb,493,116,,2342
17355860, (BAla34 ascending 3 right) [*BAla34_r akira] #17355860,unk,unk,False,False,False,True,R,16434824,775,BAla34,44,8,,2343
17355864, (BAla34 bilateral 3 right) [*BAla34_r akira] #17355864,unk,unk,False,False,False,True,R,14621584,649,BAla34,91,35,,2344
17355872, (BAla34 ventral cluster 2 right) [*BAla34_r akira] #17355872,unk,unk,False,False,False,True,R,17356450,925,BAla34,67,41,,2345
17355892, (BAla34 descending right) [*BAla34_r akira] #17355892,O_dSEZ,O_dSEZ,False,False,False,True,R,16588928,814,BAla34,45,8,,2346
17356024, (BAla12_34 neuron right) [*BAla12_r akira,unk,unk,False,False,False,True,R,16992171,871,unk,115,13,,2347
17356442, (valentine neuron left) [*BAla34_l akira] #17356442,unk,unk,False,False,False,True,L,16443509,924,BAla34,145,31,,2348
17356450, (BAla34 ventral cluster 2 left) [*BAla34_l akira] #17356450,unk,unk,False,False,False,True,L,17355872,925,BAla34,83,50,,2349
17356454, (BAla34 ventral cluster 1 left) [*BAla34_l akira] #17356454,unk,unk,False,False,False,True,L,2557644,926,BAla34,22,50,,2350
17356467, (BAla34 lateral descending 1a left) [*BAla34_l akira] #17356467,unk,unk,False,False,False,True,L,20242957,927,BAla34,33,1,,2351
17357979,MB2ON-134 (BQ_right) [*DPMm2_r akira] #17357979,unk,unk,False,False,False,True,R,10964258,456,DPMm2,217,137,,2352
17358864, (BAmd2 contralateral descending 2 left) [*BAmd2_v_l akira] #17358864,O_dSEZ,O_dSEZ,False,False,False,True,L,13842372,928,BAmd2_v,60,44,,2353
17358891, (ASB Gust descending left) [unknown lineage] #17358891,O_dVNC,O_dVNC,False,False,False,True,L,19190681,929,unk,63,20,,2354
17359101, (BAmas12 midline neuron 2 left) [*BAmas12_ven_l akira] #17359101,O_dSEZ,O_dSEZ,False,False,False,True,L,865151,930,BAmas12_ven,78,32,,2355
17359111, (BAmas12_dor SEZ descending left) [*BAmas12_dor_l akira] #17359111,O_dSEZ,O_dSEZ,False,False,False,True,L,16316973,931,BAmas12_dor,59,19,,2356
17359133, (SEZ cup left) [*BAmas12_ven_l akira] #17359133,O_dSEZ,O_dSEZ,False,False,False,True,L,869360,932,BAmas12_ven,50,30,,2357
17359501, (BAmd descending left) [*BAmd1_l akira] #17359501,O_dVNC,O_dVNC,False,False,False,True,L,13763548,933,BAmd1,53,21,,2358
17360010,MB2IN-169 (DPLal 3 L) [*DPlal1-3_ant_l akira] #17360010,unk,unk,False,False,False,True,L,15638906,934,DPlal1-3_ant,41,49,,2359
17360022, (DPlal Curvy left) [*DPlal1-3_lat_l akira] #17360022,unk,unk,False,False,False,True,L,9565674,935,DPlal1-3at,56,2,,2360
17360030, (DPlal simple bilateral 4 left) [*DPlal1-3_ant_l akira] #17360030,unk,unk,False,False,False,True,L,15636411,936,DPlal1-3_ant,22,12,,2361
17360034, (DPlal Small 2 left) [*DPlal1-3_ant_l akira] #17360034,unk,unk,True,False,False,True,L,17378455,937,DPlal1-3_ant,4,9,,2362
17360038, (DPlal outer bilateral 1 left) [*DPlal1-3_lat_l akira] #17360038,unk,unk,False,False,False,True,L,17378483,938,DPlal1-3at,190,23,,2363
17360042, (DPlal simple bilateral 5 left) [*DPlal1-3_ant_l akira] #17360042,unk,unk,False,False,False,True,L,9856062,939,DPlal1-3_ant,27,10,,2364
17360070, (DPlal simple bilateral 6 left) [*DPlal1-3_ant_l akira] #17360070,unk,unk,False,False,False,True,L,15656223,940,DPlal1-3_ant,11,61,,2365
17360076,MB2IN-141 (DPlal simple bilateral e left) [*DPlal1-3_ant_l akira] #17360076,unk,unk,False,False,False,True,L,15655801,941,DPlal1-3_ant,8,19,,2366
17360225, (DALv1 contralateral 1 right) [*DALv1_r akira] #17360225,unk,unk,False,False,False,True,R,17360286,946,DALv1,48,5,,2367
17360254, (AB left; DALv1 L Lineage - Downstream A00c) [*DALv1_l akira] #17360254,unk,unk,False,True,True,True,L,4393350,942,DALv1,104,0,,2368
17360262, (DALv1_PB2_left) [*DALv1_l akira] #17360262,unk,unk,False,False,False,True,L,14758420,943,DALv1,85,35,,2369
17360266, (DALv1 contralateral 4 left) [*DALv1_l akira] #17360266,unk,unk,False,False,False,True,L,14755393,944,DALv1,54,12,,2370
17360282, (DALv1_PB1_left) [*DALv1_l akira] #17360282,unk,unk,False,False,False,True,L,14754777,945,DALv1,175,49,,2371
17360286, (DALv1 contralateral 1 left) [*DALv1_l akira] #17360286,unk,unk,False,False,False,True,L,17360225,946,DALv1,43,3,,2372
17360296, (DALv1_PB4_left) [*DALv1_l akira] #17360296,unk,unk,False,False,False,True,L,14757992,947,DALv1,213,43,,2373
17360404, (DALv23 L LAL #7 counterpart) [*DALv23_l akira] #17360404,unk,unk,False,False,False,True,L,4142619,948,DALv23,44,16,,2374
17360593, (AF3 right) [*DPLm_r akira,unk,unk,False,False,False,True,R,17244655,908,unk,42,19,,2375
17361566, (BLAv12 1 right) [*BLAv12_ant_r akira] #17361566,unk,unk,False,False,False,True,R,17513284,962,BLAv12_ant,53,50,,2376
17361757,CN-20,unk,unk,False,False,False,True,L,12813847,949,BLAl,213,63,,2377
17362538, (BLVa_t ascending medial 1 right) [*BLVa_t_r akira] #17362538,unk,unk,False,False,False,True,R,17086412,880,BLVa_t,31,12,,2378
17373283,MB2ON-75 (DPMpm1 3_left) [*DPMpm1_l akira] #17373283,O_dSEZ,unk,False,False,False,True,L,10339991,950,DPMpm1,197,16,,2379
17378455, (DPlal Small 2 right) [*DPlal1-3_lat_r akira,unk,unk,True,False,False,True,R,17360034,937,unk,1,12,,2380
17378475, (DPlal Small 3 right) [*DPlal1-3_lat_r akira] #17378475,unk,unk,False,False,False,True,R,17732076,987,DPlal1-3at,30,1,,2381
17378483, (DPlal outer bilateral 1 right) [*DPlal1-3_lat_r akira,unk,unk,False,False,False,True,R,17360038,938,unk,150,40,,2382
17378548, (DL-LH_cand9 like right) [*BLVa34_r akira] #17378548,unk,unk,False,True,True,True,R,15590793,703,BLVa34,23,14,,2383
17378648, (DPMl12_post descending right) [*DPMl12_post_r akira] #17378648,O_dVNC,O_dVNC,False,False,False,True,R,17732346,994,DPMl12_post,149,17,,2384
17379298, (CM4 sparse descending right; CM4 dor ant 6 DNs_JMpair17) [*CM4-dm_r akira] #17379298,O_dVNC,O_dVNC,False,False,False,True,R,10018150,378,CM4-dm,31,27,,2385
17379360, (PVM21-like 1 right; CM4 dor med_r; CM4 dor ant 7 DNs) [*CM4-dm_r akira] #17379360,unk,unk,False,False,False,True,R,10018161,379,CM4-dm,18,6,,2386
17379372,MB2ON-235 (CM4 dor med_r; CM4 dor ant 8 right) [*CM4-dm_r akira,unk,unk,False,True,True,True,R,10018260,380,unk,325,0,,2387
17379420,CN-11,O_dVNC,O_dVNC,False,False,False,True,R,10411574,401,CM4-vm,235,25,,2388
17380080, (DPLl Gnarly right) [*DPLl_r akira] #17380080,unk,unk,False,False,False,True,R,3060480,30,DPLl,123,8,,2389
17380092, (DPLl a 2 right) [*DPLl_r akira] #17380092,unk,unk,False,False,False,True,R,4398543,87,DPLl,58,9,,2390
17380309, (UNK posterior hook right) [unknown lineage] #17380309,unk,unk,False,False,False,True,R,19835787,1137,unk,9,6,,2391
17380319, (CM13 bilateral 4 right) [*CM4-dm_r akira] #17380319,unk,unk,False,False,False,True,R,10248031,390,CM4-dm,21,15,,2392
17380345, (CM4 Bridle right) [*CM4-vm_r akira] #17380345,O_dSEZ,O_dSEZ,False,False,False,True,R,20139548,1069,CM4-vm,90,35,,2393
17380936, (AN-L-Sens-B1-AVa-33) [] #17380936,sens,sens-AN,False,False,False,False,L,-1,-1,unk,0,13,AN,2394
17383431, (BAlp_ant ascending dendrite left) [*BAlp_ant_l akira] #17383431,unk,unk,False,False,False,True,L,9532295,951,BAlp_ant,45,14,,2395
17384874, (CPd bilateral 1 right; CP4 7) [*CPd_r akira] #17384874,unk,unk,False,False,False,True,R,15576292,696,CPd,67,55,,2396
17414715, (ChalOLP;left) [*OLP_l] #17414715,unk,unk,False,True,True,True,L,8247641,952,OLP,261,0,,2397
17415321, (AN-L-motor-11) [*BAmas12_ven_l akira] #17415321,unk,unk,False,False,False,True,L,-1,-1,BAmas12_ven,112,0,,2398
17415439, (presynaptic-D-2-MAP right) [*DPLc_ant_lat_r akira] #17415439,unk,unk,False,False,False,True,R,3158123,33,DPLc_antat,146,45,,2399
17420035, (PDL1_left) [*DPLm2_l akira] #17420035,unk,unk,False,False,False,True,L,8705088,953,DPLm2,50,7,,2400
17423125, (BAmas12 midline neuron 4 left) [*BAmas12_ven_l akira] #17423125,O_dSEZ,O_dSEZ,False,False,False,True,L,5559657,954,BAmas12_ven,71,11,,2401
17423412,MB2IN-176 (downstream of A2 mPN iACT R left) [unknown lineage] #17423412,unk,unk,False,False,False,True,L,13038489,955,unk,49,29,,2402
17425996,MB2IN-165 (Hairbrush_right) [*DPLp_r akira] #17425996,unk,unk,False,False,False,True,R,12667895,575,DPLp,148,77,,2403
17430685, (BLVp1 bilateral 5 left) [*BLVp1_l akira] #17430685,unk,unk,False,False,False,True,L,20106468,956,BLVp1,80,18,,2404
17434825,CN-35,unk,unk,False,False,False,True,L,16485079,957,BLVa12,129,105,,2405
17435815, (ni contralateral 1 right) [ni-neurons MB_r akira] #17435815,unk,unk,False,False,False,True,R,9235545,323,ni-neurons MB,44,29,,2406
17437719,FB-31,FBN,FBN,False,False,False,True,R,10209260,384,DPMpm1,142,18,,2407
17437725,MB2IN-210,unk,unk,False,False,False,True,R,10427055,403,CM13at,88,46,,2408
17438424,CN-52,unk,unk,False,False,False,True,R,17639784,964,CM13at,271,69,,2409
17448356, (BAla34 ven 1 d left) [*BAla34_l akira] #17448356,unk,unk,False,False,False,True,L,13675374,958,BAla34,75,47,,2410
17454636, (DALcm12 v ap 20_left) [*DALcm12-v_l akira] #17454636,unk,unk,False,False,False,True,L,15467736,959,DALcm12-v,139,63,,2411
17455871, (BLVp bonsai right) [*BLVp2_r akira] #17455871,unk,unk,False,False,False,True,R,10523825,408,BLVp2,157,10,,2412
17464168, (BLP12 local descending twig 1 left) [*BLP12_l akira] #17464168,unk,unk,False,False,False,True,L,8641784,1157,BLP12,18,14,,2413
17466463, (CM13 hook 2 right; CM13 lat 16 - Uncertain At Gap) [*CM13_lat_r akira] #17466463,unk,unk,False,False,False,True,R,20421224,1075,CM13at,16,17,,2414
17468727, (BLP34 local unpaired left) [*BLP34_l akira] #17468727,unk,unk,False,False,False,True,L,-1,-1,BLP34,37,5,,2415
17473163, (DPMl contralateral descending left) [*DPMl_ant_dor_l akira] #17473163,O_dVNC,O_dVNC,False,False,False,True,L,16571210,960,DPMl_ant_dor,30,40,,2416
17484564, (DPMl_ant_dor tall left) [*DPMl_ant_dor_l akira] #17484564,unk,unk,False,False,False,True,L,17335266,961,DPMl_ant_dor,50,58,,2417
17488886, (DPlal1-3_med sparse unpaired left) [*DPlal1-3_med_l akira] #17488886,unk,unk,False,False,False,True,L,-1,-1,DPlal1-3_med,10,10,,2418
17513284, (BLAv12 1 left) [*BLAv12_ant_l akira] #17513284,unk,unk,False,False,False,True,L,17361566,962,BLAv12_ant,30,61,,2419
17525174, (DL-LH_cand6_sibling right; BLVa12 a 7) [*BLVa12_r akira] #17525174,unk,unk,False,False,False,True,R,11003707,460,BLVa12,138,53,,2420
17529547, (BAla12 descending 2 right) [*BAla12_r akira] #17529547,unk,unk,False,False,False,True,R,11229136,487,BAla12,56,27,,2421
17535542,MB2ON-193 (BW ; Right DALc12 vv 2) [*DALcl12-v_r akira] #17535542,unk,unk,False,False,False,True,R,9612903,358,DALcl12-v,128,32,,2422
17537254, (CM4 cen ant 1 right) [*CM4-vm_r akira] #17537254,O_dVNC,O_dVNC,False,False,False,True,R,19298644,1057,CM4-vm,51,26,,2423
17541953, (Ipsiphone lineage bilateral 2 right) [*BLAv12_ant_r akira] #17541953,unk,unk,False,False,False,True,R,9508724,350,BLAv12_ant,39,13,,2424
17543765, (BAla34 lateral descending 1b right) [*BAla34_r akira] #17543765,O_dVNC,O_dVNC,False,False,False,True,R,18123575,1025,BAla34,13,1,,2425
17557290, (BLVp12 sickle 3 left) [*BLVp1_l akira] #17557290,unk,unk,False,False,False,True,L,10946002,963,BLVp1,17,37,,2426
17574013, (UNK brancher 7 left - missing dendrite) [unknown lineage] #17574013,unk,unk,False,False,False,True,L,9085808,1136,unk,0,13,,2427
17587452, (BAla34 ascending 2 right) [*BAla12_r akira] #17587452,unk,unk,False,False,False,True,R,18087179,1021,BAla12,54,5,,2428
17587710, (BAla34 large span neuron right) [*BAla34_r akira] #17587710,unk,unk,False,False,False,True,R,16431065,772,BAla34,35,9,,2429
17587726, (BAmv12 descending 2 right) [*BAmv12_ven_r akira] #17587726,O_dVNC,O_dVNC,False,False,False,True,R,18305433,1028,BAmv12_ven,90,19,,2430
17587730, (BAmv12 descending 1 right) [*BAmv12_ven_r akira] #17587730,O_dVNC,O_dVNC,False,False,False,True,R,4110483,71,BAmv12_ven,60,1,,2431
17588623, (ASB Strange Neurites right) [unknown lineage] #17588623,unk,unk,False,True,True,True,R,-1,-1,unk,126,0,,2432
17589475, (UNK descending contralateral right) [unknown lineage] #17589475,O_dVNC,O_dVNC,False,False,False,True,R,11013583,466,unk,26,4,,2433
17591442,CN-25,unk,unk,False,True,True,True,R,5474852,136,BLVa12,274,0,,2434
17591687, (3rd Thermo - to peduncle #2 right) [*DPLc_post_lat_r akira] #17591687,unk,unk,False,False,False,True,R,9201911,321,DPLc_postat,38,21,,2435
17629213, (lasso-top 2 right) [*BAlp_ant_r akira] #17629213,unk,unk,False,False,False,True,R,17728730,972,BAlp_ant,52,16,,2436
17639784,CN-52,unk,unk,False,False,False,True,L,17438424,964,CM13at,227,90,,2437
17641913, (AF4: TOH left) [*DPLm2_l akira] #17641913,unk,unk,False,False,False,True,L,13429045,965,DPLm2,95,25,,2438
17647621, (CM4 descending right) [*CM4-dm_r akira] #17647621,O_dVNC,O_dVNC,False,False,False,True,R,18485293,1032,CM4-dm,40,24,,2439
17654514, (UNK descending 1 right) [unknown lineage] #17654514,O_dVNC,O_dVNC,False,False,False,True,R,18076102,1020,unk,100,13,,2440
17654519, (BAlp descending 3 right) [*BAlp_ant_r akira,O_dSEZ,O_dSEZ,False,False,False,True,R,7439913,216,BAlp_ant,29,5,,2441
17654617, (BLAvm potential PN right; ASB TODO from gPN 7 right) [*BLAvm ant_r akira] #17654617,unk,unk,False,False,False,True,R,5708994,152,BLAvm ant,180,30,,2442
17654624, (MIXED bilateral 2 right) [*BLVa34_r akira] #17654624,unk,unk,False,False,False,True,R,12273754,1152,BLVa34,223,22,,2443
17654634, (MIXED forked right) [*BLVa34_r akira] #17654634,unk,unk,False,False,False,True,R,6623049,186,BLVa34,98,29,,2444
17654638, (MIXED bilateral right) [*BLAvm ant_r akira] #17654638,unk,unk,False,False,False,True,R,10922020,452,BLAvm ant,98,13,,2445
17654645, (BLAvm bilateral neuron 6 right) [*BLAvm ant_r akira] #17654645,unk,unk,False,False,False,True,R,16366055,761,BLAvm ant,30,20,,2446
17654967, (BLP12 hook 1 right -missing dendrite) [*BLP12_r akira] #17654967,unk,unk,False,False,False,True,R,16693923,828,BLP12,0,20,,2447
17654973, (BLP12 hook 2 right) [*BLP12_r akira] #17654973,unk,unk,False,False,False,True,R,17729347,981,BLP12,6,1,,2448
17654991, (BLP12 bilateral horseshoe 1 right) [*BLP12_r akira] #17654991,unk,unk,False,False,False,True,R,16937799,856,BLP12,45,1,,2449
17655000, (BLP12 bilateral horseshoe 2 right) [*BLP12_r akira] #17655000,unk,unk,False,False,False,True,R,8142831,258,BLP12,30,11,,2450
17656886, (UNK descending to T1 right) [*DPMpl12_r akira] #17656886,O_dVNC,O_dVNC,False,False,False,True,R,17732256,989,DPMpl12,54,9,,2451
17658602, (BLP12 bilateral horseshoe 3 right) [*BLP12_r akira] #17658602,unk,unk,False,False,False,True,R,20379247,1074,BLP12,48,5,,2452
17658672, (BLVp1 hook 3 right) [*BLVp1_r akira] #17658672,unk,unk,False,False,False,True,R,15669682,716,BLVp1,32,5,,2453
17658884, (CPb pointer 2 right; CP23 d 12) [*CPbl_r akira] #17658884,unk,unk,False,False,False,True,R,9983417,375,CPbl,48,24,,2454
17658907, (CPa 2-like right) [*CPa_r akira] #17658907,unk,unk,False,False,False,True,R,16959698,866,CPa,23,22,,2455
17658927, (CPa 3 right) [*CPa_r akira] #17658927,unk,unk,False,False,False,True,R,17729888,984,CPa,35,18,,2456
17658943, (CPa 2 right) [*CPa_r akira] #17658943,unk,unk,False,False,False,True,R,5678582,142,CPa,21,16,,2457
17658948, (CP crossover right) [*CPf_r akira] #17658948,unk,unk,False,False,False,True,R,10449035,405,CPf,20,12,,2458
17658978, (CPf descending 1 right) [*CPf_r akira] #17658978,O_dVNC,O_dVNC,False,False,False,True,R,5680013,144,CPf,118,7,,2459
17659014, (PVM21-like 2 right) [*CM4-dm_r akira] #17659014,O_dSEZ,unk,False,False,False,True,R,16713227,829,CM4-dm,24,11,,2460
17659219, (DPMpl12 twig right) [*DPMpl12_r akira] #17659219,O_dSEZ,O_dSEZ,False,False,False,True,R,17732291,991,DPMpl12,38,8,,2461
17660233, (CM4 small 1 right) [*CM4-vm_r akira] #17660233,unk,unk,False,False,False,True,R,18088813,1022,CM4-vm,35,15,,2462
17663944, (DPMpl12 Hook 2 right) [*DPMpl12_r akira] #17663944,unk,unk,False,False,False,True,R,11022546,469,DPMpl12,57,9,,2463
17671219,CN-34,unk,unk,False,False,False,True,R,4665186,110,BLVa12,142,88,,2464
17671375,MB2ON-243 (BLVa12 a 9 right) [*BLVa12_r akira] #17671375,unk,unk,False,False,False,True,R,10958210,455,BLVa12,78,24,,2465
