Skeleton ID,neuron_name,Class 1,Merge Class,is_pdiff,is_usplit,is_LNpre,is_brain,Hemisphere,Pair,Pair ID,lineage,Class 2,contraction,Original index,dim 0,dim 1,dim 2,dim 3,dim 4,dim 5,dim 6,dim 7,dim 8,dim 9,dim 10,dim 11,dim 12,dim 13
5289042, (3rd-Thermo Order left) [unknown lineage] #5289042,Unk,Unk,False,False,False,True,P,8598886,130,unk,,"{8598886: {'neuron_name': ' (3rd-order Thermo right; CPLd interneuron) [*BLP12_r akira] #8598886', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 5289042, 'Pair ID': 130, 'lineage': '*BLP12_r akira_', 'Class 2': nan}}",1111,0.04894691706685533,-0.0265249633939252,-0.003384315470319994,0.04363505113809081,0.006135667210835611,0.0020920288538893573,-0.0070558832308946695,0.022342196744539414,-0.011979924881878008,-0.002774866660375462,0.021619967186563054,0.0020680236669750815,-0.005664052900812863,0.0057044142797574564
16014701, (BLP12 hook 3 left) [*BLP12_l akira] #16014701,Unk,Unk,False,False,False,True,P,8410627,738,*BLP12_l akira_,,"{8410627: {'neuron_name': ' (BLP12 hook 3 right; BLP local R; BLP12 a 1) [*BLP12_r akira] #8410627', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 16014701, 'Pair ID': 738, 'lineage': '*BLP12_r akira_', 'Class 2': nan}}",1112,0.012236016753892236,-0.005730593267996501,-0.0037668563661070126,-0.03732083282027829,-0.010791852313549885,-0.016980541118368216,-0.040766923820074207,0.003437965600850107,-0.001788765267847628,-0.001493731354665512,-0.014833710575860064,-0.004171693750254765,-0.007240151582774555,-0.0179562455813746
10459723,_IPC 2 (IPC 2 left) [*Dilp_l akira] #10459723,O_IPC,O_IPC,False,False,False,True,P,2852273,407,*Dilp_l akira_,,"{2852273: {'neuron_name': '_IPC 2 (IPC 2 right) [*Dilp_r akira] #2852273', 'Class 1': 'O_IPC', 'Merge Class': 'O_IPC', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 10459723, 'Pair ID': 407, 'lineage': '*Dilp_r akira_', 'Class 2': nan}}",1113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015446902646481383,0.0013030462124948095,0.005944792664560004,-0.0016897058416848608,0.008256547934946352,0.03808486069459347,-0.0058664331813078644
3281684, (IPC 5 left) [*Dilp_l akira] #3281684,O_IPC,O_IPC,False,False,False,True,P,3561724,34,*Dilp_l akira_,,"{3561724: {'neuron_name': ' (IPC 5 right) [*Dilp_r akira] #3561724', 'Class 1': 'O_IPC', 'Merge Class': 'O_IPC', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 3281684, 'Pair ID': 34, 'lineage': '*Dilp_r akira_', 'Class 2': nan}}",1114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015467834994877215,0.0016223337486708277,0.0059782999488241124,-0.0015834458365962107,0.008188821132734303,0.03921009051235108,-0.005387388454366384
16952671, (DALd midloop 2 left; DALd_l  13) [*DALd_l akira] #16952671,O_dVNC,O_dVNC,False,False,False,True,P,6154200,865,*DALd_l akira_,,"{6154200: {'neuron_name': ' (DALd midloop 2 right; DALd_r 2 neuron 6154202) [*DALd_r akira] #6154200', 'Class 1': 'O_dVNC', 'Merge Class': 'O_dVNC', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 16952671, 'Pair ID': 865, 'lineage': '*DALd_r akira_', 'Class 2': nan}}",1115,0.0003556290049930641,0.0007972941524711675,-0.0007571252990924195,-0.00019278111098820313,0.0001747736204223712,-0.0004184452249674699,0.0013444532943644935,0.01295928901598512,0.03866514394369984,-0.02542898309347273,0.0035669366326491385,0.0011935713788188305,-0.009282691878761294,0.0017455168843917668
9971209, (MIXED crinkled left; Down to Multi PNs) [BLD5/6_l akira] #9971209,Unk,Unk,False,False,False,True,P,8812078,375,BLD5/6_l akira_,,"{8812078: {'neuron_name': ' (MIXED crinkled right; BLAd ant med 2 meets Larderet neuron 8812079) [*BLAd-vm_r akira] #8812078', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 9971209, 'Pair ID': 375, 'lineage': '*BLAd-vm_r akira_', 'Class 2': nan}}",1116,0.012292561447515636,-0.0059016030178051255,-0.0003342697686930701,0.0020767557181870246,-0.0005142586696187392,-0.0003976870652108209,-0.00785709442198606,0.04269034991019702,-0.02046012476035126,-0.0036157243874127124,0.020291542362698117,0.0020531865202454936,-0.002940174492803917,-0.001126275861649523
5678582, (CPa 2 left) [*CPa_l akira] #5678582,Unk,Unk,False,False,False,True,P,17658943,142,*CPa_l akira_,,"{17658943: {'neuron_name': ' (CPa 2 right) [*CPa_r akira] #17658943', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 5678582, 'Pair ID': 142, 'lineage': '*CPa_r akira_', 'Class 2': nan}}",1117,0.04341398629608683,-0.017060801780258723,-0.006624472595395279,0.00375159908541171,-0.001243410437380646,-0.009542889269546412,0.023193304756903725,0.008448082223577598,-0.0017090665811699203,-0.0015766918061569262,-0.0026486855213705986,-0.000584428858862795,-0.0010487432956669304,0.008183368535890615
12670738,"FFN-31, MB2IN-95 (PN to MBE) [*BAla12_l akira] #12670738",FFN,FFN,False,False,False,True,P,17847543,577,*BAla12_l akira_,,"{17847543: {'neuron_name': 'FFN-31, MB2IN-95 (R1; Neuron 17847544) [*BAla12_r akira] #17847543', 'Class 1': 'FFN', 'Merge Class': 'FFN', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 12670738, 'Pair ID': 577, 'lineage': '*BAla12_r akira_', 'Class 2': nan}}",1118,0.02926456178157981,-0.006256778277740661,-0.008999402889021643,-0.029830744524062487,-0.00582338543891373,-0.006822979078939605,0.03443030143368119,0.005403856903270513,0.006263136302831565,-0.004881163907476302,-0.0037072133737173674,0.0036734246942287828,-0.0010168922196577474,0.01344405259392752
8838927,"FFN-32, MB2IN-96 (neuron 8838928) [*BAla12_l akira] #8838927",FFN,FFN,False,False,False,True,P,17107661,299,*BAla12_l akira_,,"{17107661: {'neuron_name': 'FFN-32, MB2IN-96 (Neuron 17107662 (BAla12)) [*BAla12_r akira] #17107661', 'Class 1': 'FFN', 'Merge Class': 'FFN', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 8838927, 'Pair ID': 299, 'lineage': '*BAla12_r akira_', 'Class 2': nan}}",1119,0.04572451045792552,-0.013655740713592242,-0.005702210061474712,-0.0330119347599541,-0.012602961765890121,-0.02019736689420908,0.013201197524178532,0.004714642093607493,0.0038640927120252443,-0.00360528132716568,-0.004671678251189055,0.0009124908478342931,-0.0012070484892436968,0.010818396641383003
5080991, (BAla34 Ipsilateral Hook left) [*BAla34_l akira] #5080991,Unk,Unk,False,False,False,True,P,10959064,124,*BAla34_l akira_,,"{10959064: {'neuron_name': ' (BAla34 Ipsilateral Hook right) [*BAla34_r akira] #10959064', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 5080991, 'Pair ID': 124, 'lineage': '*BAla34_r akira_', 'Class 2': nan}}",1120,0.009124482263633337,-0.002948786292390229,-0.0027499238935965145,-0.025886828782504,-0.007705127143624786,-0.0070349347630472275,-0.01810635581055384,0.003562206926240629,0.0004736707348694201,-0.0016551632897651295,-0.000480257367054911,1.1386259399033514e-05,0.00011012371447871006,0.002900090765111391
9207332, (like thermo AP left) [*DPLl_l akira] #9207332,Unk,Unk,False,False,False,True,P,8305958,323,*DPLl_l akira_,,"{8305958: {'neuron_name': ' (like thermo AP right) [*DPLl_r akira] #8305958', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 9207332, 'Pair ID': 323, 'lineage': '*DPLl_r akira_', 'Class 2': nan}}",1121,0.009209077376174823,0.009946753258617928,0.012832784907923932,-0.0025132078133993175,0.0026185168479013515,0.03265979170987725,-0.005785219743129893,0.0508360177950245,-0.023575957484381845,-0.00020126960952264163,0.03893041122137766,0.009046060083253748,0.014896910191538958,-0.017217558545543837
16386470,"MB2IN-198, MB2ON-89 (AL ; CP2/3d obPl 8_sibling; CP23 d 3_left) [*CPb_l akira] #16386470",Unk,Unk,False,False,False,True,P,17013169,765,*CPb_l akira_,,"{17013169: {'neuron_name': 'MB2IN-198, MB2ON-89 (AL: CP23 d 3_right) [*CPb_r akira] #17013169', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 16386470, 'Pair ID': 765, 'lineage': '*CPb_r akira_', 'Class 2': nan}}",1122,0.022204609324002405,0.022471987502279883,0.02934277116236025,-0.0007732584543693105,0.00428598444460162,0.04793696981472183,-0.012495493930423528,0.042046405539259854,-0.022441875691129563,-0.0011397880624684582,0.041874213392524375,0.003877795187082355,-0.018968968977098048,-0.006313406398934068
16383966,MB2ON-255 (neuron 16383967 left) [*BAmd1_l akira] #16383966,Unk,Unk,False,False,False,True,P,7371184,763,*BAmd1_l akira_,,"{7371184: {'neuron_name': 'MB2ON-255 (BAmd1 d 6 right) [*BAmd1_r akira] #7371184', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 16383966, 'Pair ID': 763, 'lineage': '*BAmd1_r akira_', 'Class 2': nan}}",1123,0.0068436596298956836,0.009979110637735312,-0.010663287189298936,-0.0034004827205957443,-3.0953258488205226e-05,-0.0062650295885738816,0.02390973057961726,0.011596595662271225,0.03165602180036045,-0.014578406812322114,0.003779247614348082,0.001137399418977194,0.0014803509713194921,0.00458978432455878
16316916,"FFN-37, MB2IN-218 (BAmas12 dor 12 d left) [*BAmas12_dor_l akira] #16316916",FFN,FFN,False,False,False,True,P,5592307,754,*BAmas12_dor_l akira_,,"{5592307: {'neuron_name': 'FFN-37, MB2IN-218 (BAmas12 dor 12 d right) [*BAmas12_dor_r akira] #5592307', 'Class 1': 'FFN', 'Merge Class': 'FFN', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 16316916, 'Pair ID': 754, 'lineage': '*BAmas12_dor_r akira_', 'Class 2': nan}}",1124,0.0364255334781966,-0.0002616919492440941,0.012540420503651444,0.009545088716033075,0.0038322960184654425,0.029934128474032682,-0.014385016781833626,0.0015519150122394359,-0.0001152627842433425,9.994594533571122e-05,-0.014736774983463577,0.07696022625967167,-0.013511511237674039,-0.004708677778206824
8640212," (BLAd local unpaired left) [*BLAd-vl_l akira, BLAd_l akira] #8640212",Unk,Unk,False,False,False,True,L,-1,-1,unk,,,1125,0.025930668728237148,-0.011473053544481021,-0.001801529920807857,-0.011571421826040922,-0.007063982783139108,-0.011117613168288534,-0.015069221241800372,0.025465799523812754,-0.008961588517239516,0.000919901868586215,-0.00046223611704425085,-0.0009786646077331474,-0.005106175153134386,-0.005636540139884595
4412315,KC (KC2/24) [Lineage MBNB A left] #4412315,KC,KC-1claw,False,False,False,True,P,3347708,94,Lineage MBNB A left_,1claw,"{3347708: {'neuron_name': 'KC (KC2) [Lineage MBNB A right] #3347708', 'Class 1': 'KC', 'Merge Class': 'KC-1claw', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 4412315, 'Pair ID': 94, 'lineage': 'Lineage MBNB A right_', 'Class 2': '1claw'}}",1126,0.017161795186588624,0.03752689883847518,0.08288140626073003,0.0006343500016697009,-0.006428529937149373,-0.03912544772419364,0.010308111281590177,0.009988553781723792,-0.005684195346446879,-0.00030236099351222057,0.012388251591914076,0.001311707263033562,-0.0044588220558757045,-0.002161204798272851
29,KC (KC #0) [Lineage MBNB A right] #29,KC,KC-4claw,False,False,False,True,R,-1,-1,Lineage MBNB A right_,4claw,,1127,0.0034774989319995213,0.008651438044674255,0.01966659648660182,0.00032523418467913075,-0.0015605204023254361,-0.009709661627502973,0.0021097948577337034,0.015464416601473546,-0.009768666698464852,-0.0009189228566884432,0.02384650532114496,0.0022281925563391084,-0.011943467901058127,-0.0017481298617389768
10169396,KC (KC97) [Lineage MBNB B right] #10169396,KC,KC-3claw,False,False,False,True,R,-1,-1,Lineage MBNB B right_,3claw,,1128,0.0011377127434472212,0.00010855960015335017,0.0017058802236172698,0.0017911951555309223,7.039141100907375e-05,-0.0018584580450795667,8.439225946752985e-05,0.02311089737285162,-0.014450516030012439,-0.0013504828254521253,0.03511571648217212,0.003395335980608788,-0.016823872367264486,-0.0025874636190895165
10056280,KC (KC96) [Lineage MBNB A right] #10056280,KC,KC-2claw,False,False,False,True,R,-1,-1,Lineage MBNB A right_,2claw,,1129,0.01903073821713343,0.04116261015536238,0.09144537450111839,0.0007697105410190754,-0.006576143259090056,-0.03988556969853957,0.010034840110778084,0.012556773796765359,-0.005840013127086428,0.002476320851785784,0.01573732060484095,0.0013265604410407738,-0.008272193853337774,-0.0008056423300538553
9766793,KC (KC86) [Lineage MBNB B right] #9766793,KC,KC-4claw,False,False,False,True,R,-1,-1,Lineage MBNB B right_,4claw,,1130,0.014594415231488514,0.03460473844770661,0.07554254630493627,0.0013996355006267948,-0.005893037781850793,-0.03620361720328441,0.0075194418207822095,0.014382097096713798,-0.008729270928609591,-0.000717490347981777,0.019889446614845596,0.001595966603609446,-0.01034477459755072,-0.002035528741800932
9707941,KC (KC83) [Lineage MBNB C right] #9707941,KC,KC-3claw,False,False,False,True,R,-1,-1,Lineage MBNB C right_,3claw,,1131,0.000603047783568645,0.0014324458743818602,0.003589683250994076,7.009745096521136e-05,-0.0002904431709203109,-0.0018381411023176413,0.00044005642884388133,0.021707587327386788,-0.013277204841600637,-0.0013939461304964432,0.03027747882429496,0.003101694328626182,-0.012709563645239251,-0.0027030811625101273
3587612,KC (KC7) [Lineage MBNB B right] #3587612,KC,KC-3claw,False,False,False,True,R,-1,-1,Lineage MBNB B right_,3claw,,1132,0.005667170927733963,0.013970217866022072,0.03391404733257059,0.0006745889455378768,-0.0027086073802041893,-0.017533579132391102,0.004169005321722025,0.011198715736742379,-0.006969202379023273,-0.0007579941668905522,0.017071884759514246,0.0016520031676604734,-0.008512961134769221,2.141566039342979e-05
8978117,KC (KC69 young) [Lineage MBNB D right] #8978117,KC,KC,False,False,False,True,R,-1,-1,Lineage MBNB D right_,,,1133,0.0017263466073280716,0.0001682434949363402,0.0005964630715887321,0.0022105683296131697,0.0004207258109733839,0.00017542386287445807,-0.00050119303531531,0.016062760380176552,-0.009842287367455765,-0.0010924640382873987,0.022800862857810356,0.002355174466909606,-0.009860870363646208,-0.0011283569423615888
8835968,KC (KC64) [Lineage MBNB D right] #8835968,KC,KC-2claw,False,False,False,True,R,-1,-1,Lineage MBNB D right_,2claw,,1134,0.005782386554938272,0.013370545270457399,0.03248802116400845,0.0005255281211225125,-0.0025386909131062947,-0.015647518093415018,0.0037007837187396572,0.020525909362094526,-0.01253408253746824,-0.0013479453896042548,0.029129068064631933,0.002811501947909401,-0.013843592422889192,-0.0009718501778241745
8274902,KC (KC48) [Lineage MBNB A right] #8274902,KC,KC-5claw,False,False,False,True,R,-1,-1,Lineage MBNB A right_,5claw,,1135,0.007087739407152754,0.017366390900483725,0.042943666139367793,0.000799128494858446,-0.0035349622015141916,-0.022591809806516747,0.005481214162066916,0.01531773205949701,-0.009539028956328773,-0.0007940177637308734,0.023038274146470868,0.002104145411752849,-0.011583429429480615,-0.0020040737515735914
7838405,KC (KC37) [Lineage MBNB C right] #7838405,KC,KC-4claw,False,False,False,True,R,-1,-1,Lineage MBNB C right_,4claw,,1136,0.005388112478556954,0.012928081101575568,0.031974893398211635,0.000652832339125549,-0.0025754762753462234,-0.016409142644016005,0.003965661767962707,0.014378817480840193,-0.008988697631762998,-0.0008530216938353835,0.021796623746341545,0.00207481914000123,-0.011018076399519178,-0.0021417732986631494
16625432,KC (KC30) [Lineage MBNB B right] #16625432,KC,KC-3claw,False,False,False,True,R,-1,-1,Lineage MBNB B right_,3claw,,1137,2.4586572709014274e-05,6.407741341077305e-05,0.0001566009600064077,3.1615310418479236e-06,-1.2863258064351947e-05,-8.44636826586536e-05,2.028247172389826e-05,0.021458289129645966,-0.013557688713746708,-0.0013934849537588793,0.03333417804308924,0.003238411922876297,-0.01635520981942276,-0.0018051341301121696
4982172,KC (KC19) [Lineage MBNB C right] #4982172,KC,KC-4claw,False,False,False,True,R,-1,-1,Lineage MBNB C right_,4claw,,1138,0.0016664226915122334,0.0011295685285429935,0.004266429724273107,0.0019351048955692258,-0.00010285505371499314,-0.0031001299709011816,0.00030534923686165226,0.01856925904544885,-0.011508335516400452,-0.001116422309079165,0.027682021268658333,0.0026421243995792547,-0.013354850084202311,-0.0014477252880775266
4919895,KC (KC18 young) [Lineage MBNB C right] #4919895,KC,KC,False,False,False,True,R,-1,-1,Lineage MBNB C right_,,,1139,1.2835993105608052e-05,3.338121801561615e-05,8.03290743584624e-05,1.6728565888534778e-06,-6.498652842695459e-06,-4.330861934837319e-05,1.0248028184895555e-05,0.009425166519915146,-0.0059689444585522885,-0.00047929241267944436,0.015449239461864672,0.0015232364919779684,-0.007757447661283958,-0.0007005776974257358
3522293,KC (KC5) [Lineage MBNB B right] #3522293,KC,KC-5claw,False,False,False,True,R,-1,-1,Lineage MBNB B right_,5claw,,1140,0.00045839465523991424,0.0011155619050121784,0.002743767779745937,6.097273295004746e-05,-0.00021286621397382735,-0.0013957827065489885,0.0003262368672226186,0.014673387760726722,-0.008985805523641805,-0.0007455838596340913,0.021196923637369577,0.0019927542231887078,-0.010486738342805635,-0.002422998398191948
8559607,KC (KC54) [Lineage MBNB A right] #8559607,KC,KC-4claw,False,False,False,True,R,-1,-1,Lineage MBNB A right_,4claw,,1141,0.00988197581751592,0.024069279650238584,0.05802565728978939,0.0009646845804645874,-0.004749602178605918,-0.029950801067364287,0.0071875149604111906,0.013008284965310918,-0.006611982269849722,0.0022227468160550545,0.019004095126170673,0.0014457002231229776,-0.011592435563104254,-0.0005696361664101301
8248706,KC (KC no pair) [Lineage MBNB A left] #8248706,KC,KC-5claw,False,False,False,True,L,-1,-1,Lineage MBNB A left_,5claw,,1142,0.002845092077579721,0.006876772841740288,0.016527777620137844,0.0003311063328956682,-0.001261138602685839,-0.008073221534294184,0.0018813729645634203,0.018670190988843947,-0.01137994508566282,-0.0010795752535716213,0.0266903224258779,0.0024847953424401398,-0.013137781388549687,-0.0014567000929844693
14898295,KC (KC no pair) [Lineage MBNB B left] #14898295,KC,KC-4claw,False,False,False,True,L,-1,-1,Lineage MBNB B left_,4claw,,1143,0.004730272316286416,0.011478119223252056,0.028240843629311247,0.0005558069034136307,-0.002252036175533346,-0.014348283887305382,0.003427057088548524,0.015889284871028926,-0.00756316726453083,0.0030154637615118474,0.020759214302363497,0.0014720078840868686,-0.01216911208813948,-0.0023226254556811244
16210988,KC (KC no pair) [Lineage MBNB B left] #16210988,KC,KC-4claw,False,False,False,True,L,-1,-1,Lineage MBNB B left_,4claw,,1144,0.009681676156581713,0.022359869154309195,0.05365679298349246,0.000863603488491928,-0.004222759792812128,-0.026150106671699022,0.006507016804755069,0.012951153435372096,-0.00811284472728474,-0.0007004657459258806,0.019865022076416994,0.0018206248107917055,-0.010012489893095382,-0.0014888352231797297
3819171,KC (KC no pair) [Lineage MBNB A left] #3819171,KC,KC-4claw,False,False,False,True,L,-1,-1,Lineage MBNB A left_,4claw,,1145,0.000403869483573591,0.0010426338731161899,0.002504180242947355,5.1207059389727104e-05,-0.00020114649953987412,-0.0013392949058250803,0.00031560458958113536,0.019934243988496504,-0.012333131443155242,-0.0011807081531062151,0.029582417729713116,0.002882429884133076,-0.01404068458061663,-0.001734847080270148
8177991,KC (KC no pair) [Lineage MBNB B left] #8177991,KC,KC-4claw,False,False,False,True,L,-1,-1,Lineage MBNB B left_,4claw,,1146,0.005527135695515327,0.01362516836210215,0.03205949384562093,0.0005493229275155493,-0.002542645778459372,-0.01624478359768027,0.0038074067600360963,0.019197739357318375,-0.012049120041000982,-0.0013340557960408424,0.028720885321859006,0.0026959847895841396,-0.014175690741911188,-0.0013857342972940475
8263285,KC (KC no pair) [Lineage MBNB C left] #8263285,KC,KC-3claw,False,False,False,True,L,-1,-1,Lineage MBNB C left_,3claw,,1147,0.007623258244916159,0.018411917278187324,0.045352528435255744,0.0008512196944033671,-0.003675857823839657,-0.02318271379949197,0.005628677004228903,0.015210129206095416,-0.009503716385670134,-0.0008386339576684971,0.023850225311714567,0.0026602963553203508,-0.01012953847309958,-0.00221673260387917
16017113,KC (KC no pair) [Lineage MBNB A left] #16017113,KC,KC-5claw,False,False,False,True,L,-1,-1,Lineage MBNB A left_,5claw,,1148,0.0007908452733453346,0.0018996432751718357,0.004614342531745028,0.00010226506747943718,-0.0003456408264938535,-0.0022813039544975744,0.0005228152505219074,0.019617722889146837,-0.01223651005722501,-0.0012164608752744442,0.029631029359230062,0.0027523938250499738,-0.014871462019444608,-0.001453402933698052
16440649,KC (KC no pair) [Lineage MBNB D left] #16440649,KC,KC-3claw,False,False,False,True,L,-1,-1,Lineage MBNB D left_,3claw,,1149,0.007076067364537942,0.01690432465243556,0.037634923116916456,0.0006491423117560975,-0.0026141642040539708,-0.0172637173315274,0.0036647306291646624,0.020517797132393895,-0.012791575123745758,-0.0011456448261528381,0.03150834978990526,0.0031150833815707674,-0.014906384651254115,-0.0022159660059311915
16448930,KC (KC young no claws) [Lineage MBNB A left] #16448930,KC,KC,False,False,False,True,L,-1,-1,Lineage MBNB A left_,,,1150,0.0005349024494401119,-0.0003691665450030445,-3.609058192386336e-05,0.0010610328273843463,0.0001276042281729383,-0.0005438493312701868,-8.977669271609239e-05,0.015435308524725286,-0.009526509759077532,-0.0009119135236539204,0.022578373558842464,0.0021773767533499705,-0.010844718945954698,-0.0012574946513768475
4518546,KC (KC no pair) [Lineage MBNB A left] #4518546,KC,KC-1claw,False,False,False,True,L,-1,-1,Lineage MBNB A left_,1claw,,1151,0.015938686108736867,0.03546722098661502,0.08153085237779308,0.0013074763672498223,-0.005956369185896023,-0.03619343828882303,0.008345254762229328,0.00952132921328948,-0.005635204446628249,-0.0003202843254393335,0.012484096239112641,0.0008451272101058415,-0.006818832489840294,-0.0016233990353235791
14460113,KC (KC no pair) [Lineage MBNB B left] #14460113,KC,KC-3claw,False,False,False,True,L,-1,-1,Lineage MBNB B left_,3claw,,1152,0.00533443504295004,0.012907654455576413,0.03155608412942778,0.0005652647110905929,-0.0025375380939641856,-0.016182002657928025,0.0038981544920619663,0.01712012504433324,-0.010884167344319975,-0.0010746746833454747,0.027034178344291913,0.002737828143261094,-0.012902594172250417,-0.0021703247618964326
16039470,KC (KC14) [Lineage MBNB D left] #16039470,KC,KC-3claw,False,False,False,True,L,-1,-1,Lineage MBNB D left_,3claw,,1153,0.012929688244786724,0.02933601432206132,0.06556858355164286,0.0007930518774685393,-0.0047383723259371855,-0.028718179281996,0.006793608279193285,0.009575399837591722,-0.005615795352109887,-0.0003598005367584253,0.01333382895495382,0.0015618988301828857,-0.005044927568254194,-0.0014220360007838047
6704232,KC (KC54) [Lineage MBNB B left] #6704232,KC,KC-4claw,False,False,False,True,L,-1,-1,Lineage MBNB B left_,4claw,,1154,0.008848224877139111,0.020372335034081916,0.04929471793468943,0.0017177066147962981,-0.0038611570905783847,-0.02558592370015963,0.00586953220443139,0.015715557885210493,-0.009697891577993596,-0.0008399561074812099,0.023357692935043292,0.002087933315582474,-0.012046138937558659,-0.00135266277290342
16939375,KC (KC67) [Lineage MBNB D left] #16939375,KC,KC-3claw,False,False,False,True,L,-1,-1,Lineage MBNB D left_,3claw,,1155,0.007763462340380591,0.018172974334030527,0.03983507058952051,0.000642505225614867,-0.002628763310244654,-0.017007368694838952,0.0034631087521965844,0.01763535311672598,-0.010727935211362602,-0.0007986088248212752,0.024708444662935848,0.002120184801062764,-0.012158276056532897,-0.0028718010187833384
16087799, (LN4;left) [*BLAd-OL_l akira] #16087799,Unk,Unk,False,False,False,True,P,2775707,743,*BLAd-OL_l akira_,,"{2775707: {'neuron_name': ' (LN4;right) [*BLAd-OL_r akira] #2775707', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 16087799, 'Pair ID': 743, 'lineage': '*BLAd-OL_r akira_', 'Class 2': nan}}",1156,0.023642085136866116,-0.013180733263549531,-0.0013292843346995027,0.022276124034415458,0.003475790334567093,0.0025679134684760377,-0.008071156188226104,0.00454155848476739,-0.002579162734178725,-0.0004033707335422354,0.00632040612397462,-0.0036117539350136616,0.001411651083255308,0.013984683257684422
5762666, (n_down pOLP&PVL09-2 left) [*BLVp1_l akira] #5762666,Unk,Unk,False,False,False,True,P,17777259,163,*BLVp1_l akira_,,"{17777259: {'neuron_name': ' (n_down pOLP&PVL09-2 right) [*BLVp1_r akira] #17777259', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 5762666, 'Pair ID': 163, 'lineage': '*BLVp1_r akira_', 'Class 2': nan}}",1157,0.019028890025057272,-0.008829465122118315,-0.007262262041839309,-0.0635458346152447,-0.017454035740038086,-0.02906287178207515,-0.06639118425642593,0.00999694109072069,-0.004106873472170979,-0.0033432200084221927,-0.01956390044756078,-0.0060824407388184116,-0.011763696456303065,-0.014353700446864699
15825892, (UNK bridge left) [unknown lineage] #15825892,Unk,Unk,False,False,False,True,P,3765728,731,unk,,"{3765728: {'neuron_name': ' (UNK bridge right; AF6: Munin Output right) [*DPLc_post_lat_r akira] #3765728', 'Class 1': 'Unk', 'Merge Class': 'Unk', 'is_pdiff': False, 'is_usplit': False, 'is_LNpre': False, 'is_brain': True, 'Hemisphere': 'R', 'Pair': 15825892, 'Pair ID': 731, 'lineage': '*DPLc_post_lat_r akira_', 'Class 2': nan}}",1158,0.013302267680270754,0.0068665001135611034,0.0061456712798909855,-0.010692392908735816,0.006255790640405584,0.042198160733320396,0.0031577892722270888,0.04865541599039056,-0.020918137648148854,-0.003210279957178406,0.009480780997993501,0.001642508343194345,0.004381234223497485,-0.006152870977244904
12989453," (DPLc ant med 1) [*DPLc_ant_med_r akira, *DPMl34_post_r akira] #12989453",Unk,Unk,False,False,False,True,R,-1,-1,unk,,,1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004679586587719973,0.01025253393374523,-0.006994738101750658,-0.0023918356238982635,0.0009989919303381757,-3.817660050764662e-05,0.010782407228553071
